rank,name,country,category,sales,profits,assets,marketvalue
715,PepcoHoldings,UnitedStates,Utilities,7.37,0.22,13.11,3.59
716,HiltonGroup,UnitedKingdom,Hotelsrestaurants&leisure,8.82,0.16,8.17,6.48
717,ToysR`Us,UnitedStates,Retailing,11.5,0.22,10.7,3.19
718,UnitedUtilities,UnitedKingdom,Utilities,2.97,0.44,13.26,5.16
719,Taisei,Japan,Construction,13.91,0.13,15.41,3.66
720,OMVGroup,Austria,Oil&gasoperations,7.44,0.33,6.3,4.45
721,QuestDiagnostics,UnitedStates,Healthcareequipment&services,4.74,0.44,4.3,8.51
722,SkandiaInsurance,Sweden,Insurance,10.53,-0.5,55.2,4.87
723,BritishSkyBroadcasting,UnitedKingdom,Media,5.27,0.32,3.03,27.26
724,WhiteMountainsIns,Bermuda,Insurance,3.81,0.3,14.97,4.24
725,SeikoEpson,Japan,Technologyhardware&equipment,11.19,0.11,10.05,7.06
726,UnibancoGroup,Brazil,Banking,5.3,0.29,21.29,2.77
727,MGMMirage,UnitedStates,Hotelsrestaurants&leisure,3.91,0.24,10.71,6.15
728,ShikokuElectricPower,Japan,Utilities,4.95,0.22,11.96,4.65
729,Valeo,France,Consumerdurables,11.61,0.23,7.54,3.65
730,Ebay,UnitedStates,Retailing,2.17,0.45,5.82,44.31
731,AutoZone,UnitedStates,Retailing,5.52,0.53,3.72,7.75
732,NewYorkCommunity,UnitedStates,Banking,0.91,0.32,23.44,8.35
733,Wesfarmers,Australia,Conglomerates,5,0.36,4.27,8.33
734,MitsuiChemicals,Japan,Chemicals,8.91,0.17,10.04,4.29
735,FCCGroup,Spain,Construction,5.77,0.29,7.14,4.99
736,NipponYusen,Japan,Transportation,10.57,0.12,10.81,5.22
737,Bradford&Bingley,UnitedKingdom,Diversifiedfinancials,2.71,0.28,40.81,3.92
738,GallaherGroup,UnitedKingdom,Fooddrink&tobacco,3.8,0.41,5.47,7.75
739,ChinaSteel,Taiwan,Materials,3.13,0.49,5.79,8.6
740,Tokyu,Japan,Transportation,11.72,0.03,20.86,6.16
741,GenuineParts,UnitedStates,Consumerdurables,8.36,0.36,4.05,5.9
742,BramblesGroup,Australia/UnitedKingdom,Businessservices&supplies,5.33,0.22,6.31,7.09
743,ParkerHannifin,UnitedStates,Capitalgoods,6.52,0.21,5.8,6.84
744,GrupoModelo,Mexico,Fooddrink&tobacco,3.49,0.41,5.61,8.29
745,Amcor,Australia,Materials,7.22,0.24,6.31,5.2
746,YapiveKredi,Turkey,Banking,4.48,0.9,19.83,1.86
747,Beiersdorf,Germany,Household&personalproducts,5.88,0.38,3.44,9.94
748,ChinaMerchantsBank,China,Banking,1.44,0.22,44.01,8.11
749,GreenPointFinancial,UnitedStates,Banking,1.74,0.47,22.99,6.24
750,Aramark,UnitedStates,Businessservices&supplies,9.45,0.3,4.47,5.03
751,FairfaxFinancial,Canada,Insurance,5.21,0.29,24.05,2.49
752,Sampo,Finland,Insurance,1.83,0.41,26.36,6.2
753,EsteeLauderCos,UnitedStates,Household&personalproducts,5.43,0.31,3.97,9.47
754,SumitomoTrust&Banking,Japan,Banking,4.16,-0.62,131.13,8.06
755,MTR,HongKong/China,Transportation,0.99,0.54,12.96,8.46
756,LagardereSCA,France,Media,7.62,-0.27,19.09,8.52
757,AmericaTelecom,Mexico,Telecommunicationsservices,5.54,0.14,10.92,6.22
758,UnumProvident,UnitedStates,Insurance,10.22,0.06,49.34,4.36
759,TostemInax,Japan,Construction,7.98,0.16,7.83,5.55
760,LexmarkInternational,UnitedStates,Businessservices&supplies,4.75,0.44,3.45,10.76
761,DaidoLifeInsurance,Japan,Insurance,9.42,0.05,50.55,4.43
762,AppleComputer,UnitedStates,Technologyhardware&equipment,6.74,0.14,6.97,8.5
763,Inditex,Spain,Household&personalproducts,4.28,0.47,3.24,13.52
764,adidas-Salomon,Germany,Household&personalproducts,7.89,0.33,4.3,5.32
765,AES,UnitedStates,Utilities,8.42,-0.44,29.61,5.68
766,LandSecuritiesGroup,UnitedKingdom,Diversifiedfinancials,1.69,0.36,14.23,9.37
767,NorthForkBancorp,UnitedStates,Banking,1.27,0.4,20.96,6.67
768,FlextronicsIntl,Singapore,Businessservices&supplies,13.82,-0.35,9.51,9.68
769,ElPaso,UnitedStates,Oil&gasoperations,7.93,-3.22,42.68,5.14
770,Clorox,UnitedStates,Household&personalproducts,4.17,0.5,3.6,10.17
771,XcelEnergy,UnitedStates,Utilities,9.2,-0.19,18.26,6.88
772,AMP,Australia,Insurance,5.4,NA,42.94,6.7
773,CiticPacific,China,Conglomerates,2.86,0.5,7.33,6.45
774,MegaFinancialHolding,Taiwan,Diversifiedfinancials,2.16,0.17,47.54,7.1
775,CaremarkRx,UnitedStates,Healthcareequipment&services,9.07,0.29,2.47,8.06
776,BakerHughes,UnitedStates,Oil&gasoperations,5.29,0.13,6.3,12.12
777,Eisai,Japan,Drugs&biotechnology,3.95,0.35,4.85,7.85
778,HersheyFoods,UnitedStates,Fooddrink&tobacco,4.17,0.46,3.58,10.26
779,EquityResidential,UnitedStates,Diversifiedfinancials,1.82,0.54,11.47,8.04
780,KinkiNipponRailway,Japan,Transportation,11.03,-0.43,19.18,5.62
781,HuanengPowerIntl,China,Utilities,2.23,0.47,6.09,13.07
782,Harrah`sEntertain,UnitedStates,Hotelsrestaurants&leisure,4.08,0.31,6.45,5.72
783,Stryker,UnitedStates,Healthcareequipment&services,3.63,0.45,3.16,17.99
784,OldRepublicIntl,UnitedStates,Insurance,3.18,0.44,9.56,4.36
785,LibertyMedia,UnitedStates,Media,2.45,-0.98,55.88,32.69
786,AdvancePCS,UnitedStates,Healthcareequipment&services,15.02,0.2,3.76,6.01
787,SumitomoElectric,Japan,Capitalgoods,12.6,-0.17,13.46,6.38
788,BancodeSabadell,Spain,Banking,1.99,0.3,38.38,4.77
789,Rolls-Royce,UnitedKingdom,Aerospace&defense,9.32,0.09,11.61,6.69
790,KarstadtQuelle,Germany,Retailing,16.61,0.17,10.72,2.62
791,TelekomIndonesia,Indonesia,Telecommunicationsservices,2.4,0.93,4.74,9.18
792,TevaPharmaceuticalInds,Israel,Drugs&biotechnology,2.52,0.41,4.63,17.17
793,Telkom,SouthAfrica,Telecommunicationsservices,4.76,0.21,6.64,6.1
794,PartnerRe,Bermuda,Insurance,3.87,0.47,10.9,3.03
795,ZionsBancorp,UnitedStates,Banking,1.89,0.34,28.56,5.25
796,TenetHealthcare,UnitedStates,Healthcareequipment&services,15.17,-0.4,13.48,5.68
797,NipponkoaInsurance,Japan,Insurance,8.87,-0.22,26.57,4.98
798,InfineonTechnologies,Germany,Semiconductors,7.18,-0.51,11.79,10.73
799,HokkaidoElectricPower,Japan,Utilities,4.39,0.22,11.85,3.76
800,TUIGroup,Germany,Hotelsrestaurants&leisure,21.33,0.03,16,4.28
801,MitsuiOSKLines,Japan,Transportation,7.7,0.12,8.82,5.5
802,Humana,UnitedStates,Healthcareequipment&services,12.1,0.23,5.29,3.51
803,AngloIrishBank,Ireland,Banking,1.44,0.3,29.74,5.53
804,BharatPetroleum,India,Oil&gasoperations,11.97,0.32,4.7,3.22
805,Foster`sGroup,Australia,Fooddrink&tobacco,3.19,0.31,6.29,7.16
806,BanknorthGroup,UnitedStates,Banking,1.58,0.34,25.74,5.39
807,Dover,UnitedStates,Conglomerates,4.35,0.23,4.93,8.25
808,Edison,Italy,Utilities,5.4,-0.73,19.11,8.43
809,L-3Communications,UnitedStates,Aerospace&defense,4.89,0.26,5.82,5.33
810,Temple-Inland,UnitedStates,Materials,4.64,0.16,21.35,3.41
811,HongkongElectric,HongKong/China,Utilities,1.49,0.88,7.26,9.04
812,FriendsProvident,UnitedKingdom,Insurance,6.12,-0.11,49.37,4.75
813,Unisys,UnitedStates,Software&services,5.91,0.26,5.47,4.78
814,NationalCommerceFinl,UnitedStates,Banking,1.57,0.31,22.89,5.95
815,DaiwaSecurities,Japan,Diversifiedfinancials,3.28,-0.05,79.82,8.75
816,TalismanEnergy,Canada,Oil&gasoperations,2.78,0.32,7.38,7.17
817,AppliedMaterials,UnitedStates,Semiconductors,4.48,-0.15,10.31,36.61
818,Starbucks,UnitedStates,Hotelsrestaurants&leisure,4.35,0.3,3.08,14.54
819,BedBath&Beyond,UnitedStates,Retailing,4.23,0.36,2.78,12.34
820,ICICIBank,India,Banking,2.57,0.24,22.94,4.22
821,IrishLife&Permanent,Ireland,Insurance,1.72,0.3,34.88,4.69
822,MurphyOil,UnitedStates,Oil&gasoperations,4.97,0.3,4.62,5.64
823,ForestLabs,UnitedStates,Drugs&biotechnology,2.43,0.72,3.23,27.26
824,AffiliatedComputer,UnitedStates,Software&services,4.03,0.5,3.86,6.76
825,Fiserv,UnitedStates,Software&services,2.7,0.32,7.21,7.54
826,DollarGeneral,UnitedStates,Retailing,6.67,0.31,2.59,7.68
827,CompassBancshares,UnitedStates,Banking,1.81,0.34,26.16,4.98
828,AioiInsurance,Japan,Insurance,9.1,0.12,20.86,2.84
829,Femsa,Mexico,Fooddrink&tobacco,5.09,0.27,5.79,4.69
830,UnitedMicroelectronics,Taiwan,Semiconductors,2.18,0.2,9.29,14.66
831,DassaultAviation,France,Aerospace&defense,3.61,0.33,7.01,4.87
832,ExpressScripts,UnitedStates,Healthcareequipment&services,12.92,0.24,3.29,5.54
833,Kajima,Japan,Construction,15.86,0.09,16.41,3.4
834,WmMorrisonSupermarkets,UnitedKingdom,Foodmarkets,7.07,0.3,3.28,6.76
835,Calpine,UnitedStates,Utilities,9.33,0.12,26.04,2.5
836,WisconsinEnergy,UnitedStates,Utilities,4.03,0.26,9.33,3.92
837,AsahiBreweries,Japan,Fooddrink&tobacco,6.7,0.12,10.5,4.66
838,BankofYokohama,Japan,Banking,2.32,0.14,89.11,4.91
839,NorthwestAirlines,UnitedStates,Transportation,8.69,0.25,14.16,0.96
840,ReedElsevier,UnitedKingdom/Netherlands,Media,7.54,0.14,2.51,20.46
841,SKFGroup,Sweden,Capitalgoods,5.75,0.28,5.05,4.41
842,TelekomMalaysia,Malaysia,Telecommunicationsservices,2.59,0.28,7.3,8.42
843,VF,UnitedStates,Household&personalproducts,5.13,0.37,4.28,4.83
844,Unipol,Italy,Insurance,6.69,0.11,20.21,3.47
845,Pearson,UnitedKingdom,Media,6.96,-0.18,10.97,8.85
846,EnergyEast,UnitedStates,Utilities,4.65,0.21,10.54,3.43
847,PublicisGroupe,France,Media,3.07,0.15,10.98,7.15
848,MohawkIndustries,UnitedStates,Consumerdurables,5.01,0.31,4.16,5.48
849,Fondiaria-SAI,Italy,Insurance,9.38,0.04,29.83,3.57
850,EFGEurobankErgasias,Greece,Banking,1.98,0.19,26.56,6.32
851,SPX,UnitedStates,Conglomerates,5,0.21,7.14,4.25
852,AsahiKasei,Japan,Chemicals,10.1,-0.57,9.96,6.9
853,CanadianNaturalRes,Canada,Oil&gasoperations,2.22,0.37,8.5,6.8
854,Dana,UnitedStates,Consumerdurables,9.64,0.15,9.48,3.17
855,AlphaBank,Greece,Banking,2.05,0.18,30.17,5.88
856,HindustanPetroleum,India,Oil&gasoperations,10.16,0.31,3.84,3.61
857,HokurikuElectricPower,Japan,Utilities,4.08,0.18,13.09,3.74
858,Mediaset,Italy,Media,2.39,0.38,4.34,13.93
859,IntlGameTechnology,UnitedStates,Hotelsrestaurants&leisure,2.25,0.48,4.34,13.01
860,HendersonLandDev,HongKong/China,Diversifiedfinancials,0.98,0.29,10.95,8.86
861,Fresenius,Germany,Healthcareequipment&services,7.89,0.15,9.28,3.32
862,NipponUnipac,Japan,Materials,9.86,0.04,13.55,5.22
863,WillisGroupHoldings,UnitedKingdom,Insurance,1.98,0.41,11.43,5.67
864,ElectronicArts,UnitedStates,Software&services,2.82,0.5,3.34,13.28
865,ToyotaTsusho,Japan,Tradingcompanies,21.8,0.16,8.07,2.46
866,NiSource,UnitedStates,Utilities,7.45,0.04,15.7,5.63
867,KinderMorgan,UnitedStates,Utilities,1.1,0.38,9.98,7.43
868,E-TradeFinancial,UnitedStates,Diversifiedfinancials,2.01,0.2,26.04,5.4
869,BHWHolding,Germany,Diversifiedfinancials,7.46,-0.38,117.96,2.98
870,SmithsGroup,UnitedKingdom,Conglomerates,4.92,0.18,4.81,6.89
871,WmWrigleyJr,UnitedStates,Fooddrink&tobacco,3.07,0.45,2.52,12.74
872,Alstom,France,Capitalgoods,23.26,-1.5,25.03,2.7
873,AveryDennison,UnitedStates,Businessservices&supplies,4.76,0.27,4.11,6.04
874,AnalogDevices,UnitedStates,Semiconductors,2.19,0.36,4.3,18.83
875,HudsonCityBancorp,UnitedStates,Banking,0.81,0.21,17.03,7.43
876,LGCard,SouthKorea,Diversifiedfinancials,4.75,0.3,16.34,0.21
877,ACSGroup,Spain,Construction,4.64,0.19,5.16,6.24
878,Shiseido,Japan,Household&personalproducts,5.26,0.21,5.23,4.95
879,WestfieldAmericaTrust,Australia,Diversifiedfinancials,1.41,0.45,11,5.65
880,Nordstrom,UnitedStates,Retailing,6.31,0.2,4.37,5.42
881,Thomson,France,Consumerdurables,10.64,0.03,10.2,5.74
882,Securitas,Sweden,Businessservices&supplies,7.57,0.17,4.12,6.08
883,KoeGroup,Turkey,Diversifiedfinancials,11.1,0.04,12.04,4.8
884,Tatneft,Russia,Oil&gasoperations,4.55,0.49,7.14,2.63
885,Wharf(Holdings)Hong,Kong/China,Diversifiedfinancials,1.45,0.3,10.39,7.9
886,Orkla,Norway,Fooddrink&tobacco,3.48,0.23,7.67,4.82
887,AllianceUniChem,UnitedKingdom,Healthcareequipment&services,12.92,0.18,5.12,3.29
888,QBEInsuranceGroup,Australia,Insurance,3.38,0.16,11.44,5.14
889,SiamCement,Thailand,Construction,2.97,0.26,5.18,7.9
890,LuxotticaGroup,Italy,Household&personalproducts,3.55,0.34,3.77,7.79
891,BankHapoalim,Israel,Banking,4.03,0.1,55.11,3.28
892,WRBerkley,UnitedStates,Insurance,3.44,0.32,8.88,3.34
893,RockwellAutomation,UnitedStates,Capitalgoods,4.14,0.31,4.04,6.07
894,Komatsu,Japan,Capitalgoods,9.22,0.03,10.5,5.84
895,Cable&Wireless,UnitedKingdom,Telecommunicationsservices,6.71,-10.32,11.59,6.74
896,TelecomofNewZealand,NewZealand,Telecommunicationsservices,2.64,0.42,4.55,7.48
897,BankofEastAsia,HongKong/China,Banking,0.74,0.25,25.56,4.72
898,YamahaMotor,Japan,Consumerdurables,8.57,0.22,5.72,3.1
899,AgilentTechnologies,UnitedStates,Technologyhardware&equipment,6.06,-1.79,6.3,17.8
900,Serono,Switzerland,Drugs&biotechnology,2.17,0.42,4.4,11.93
901,Sanmina-SCI,UnitedStates,Technologyhardware&equipment,10.79,-0.11,7.76,6.8
902,CooperIndustries,Bermuda,Capitalgoods,4.06,0.27,4.9,5.24
903,PublicBank,Malaysia,Banking,1.13,0.26,16.95,5.58
904,Fanuc,Japan,Capitalgoods,1.81,0.33,5.94,13.46
905,Olympus,Japan,Healthcareequipment&services,4.77,0.21,4.98,5.24
906,EchoStarCommun,UnitedStates,Media,5.46,-0.5,6.61,18.86
907,Scana,UnitedStates,Utilities,3.34,0.29,7.79,3.91
908,Sherwin-Williams,UnitedStates,Retailing,5.28,0.32,3.64,5.15
909,AlliedWasteInds,UnitedStates,Businessservices&supplies,5.4,0.16,13.79,2.74
910,Sudzucker,Germany,Fooddrink&tobacco,4.73,0.28,6.28,3.4
911,Yahoo,UnitedStates,Software&services,1.63,0.24,5.93,30.5
912,PacifiCareHealth,UnitedStates,Healthcareequipment&services,10.44,0.24,4.62,2.98
913,WestfieldTrust,Australia,Diversifiedfinancials,0.78,0.42,9.49,6.13
914,SunGardDataSystems,UnitedStates,Software&services,2.87,0.37,4,8.48
915,BarrickGold,Canada,Materials,2.06,0.23,7.66,11.24
916,Shimizu,Japan,Construction,13.11,0.06,15.18,3.48
917,MeadWestvaco,UnitedStates,Materials,7.55,0,12.49,5.5
918,TDK,Japan,Businessservices&supplies,5.15,0.1,5.95,9.1
919,Obayashi,Japan,Construction,11.34,0.03,16.11,3.47
920,SamsungFire&Marine,SouthKorea,Insurance,4.54,0.21,8.87,3.16
921,FormosaChems&Fibre,Taiwan,Chemicals,2.51,0.32,5.21,7.5
922,AllNipponAirways,Japan,Transportation,10.29,-0.24,11.78,4.43
923,NikkoCordial,Japan,Diversifiedfinancials,2.41,-0.18,48.16,9.74
924,ProvidianFinancial,UnitedStates,Diversifiedfinancials,2.78,0.2,14.28,3.92
925,Dentsu,Japan,Media,2.42,0.19,9.71,6.67
926,BankgesellschaftBerlin,Germany,Banking,9.43,-0.74,182.69,2.3
927,AMR,UnitedStates,Transportation,17.15,-1.65,29.94,2.42
928,RentokilInitial,UnitedKingdom,Businessservices&supplies,3.6,0.46,2.79,6.91
929,KoreaExchangeBank,SouthKorea,Banking,5.49,0.04,54.39,3.28
930,InterpublicGroup,UnitedStates,Media,5.9,-0.33,11.27,6.64
931,JonesApparelGroup,UnitedStates,Household&personalproducts,4.36,0.34,4.06,4.59
932,MacquarieBank,Australia,Diversifiedfinancials,1.8,0.2,19.52,5.73
933,SwatchGroup,Switzerland,Household&personalproducts,3.21,0.36,3.38,8.78
934,TorayIndustries,Japan,Household&personalproducts,8.74,0.05,10.58,5.3
935,NisshoIwai-Nichimen,Japan,Tradingcompanies,54.72,-1,26.8,0.88
936,KobeSteel,Japan,Materials,10.19,0.01,15.5,3.49
937,GrupoCarso,Mexico,Conglomerates,5,0.2,6.06,3.7
938,CanadianPacificRailway,Canada,Transportation,2.82,0.31,7.68,4.05
939,Autoliv,UnitedStates,Consumerdurables,5,0.22,4.73,4.18
940,HiltonHotels,UnitedStates,Hotelsrestaurants&leisure,3.45,0.14,8.34,6.06
941,ShanghaiPudongDevBk,China,Banking,1.14,0.15,33.64,5.46
942,TaiyoLifeInsurance,Japan,Insurance,9.48,0.01,54.64,2.39
943,DaiwaHouseIndustry,Japan,Construction,10.02,-0.77,8.06,5.64
944,VornadoRealty,UnitedStates,Diversifiedfinancials,1.27,0.31,9.08,6.61
945,ManGroupPlc,UnitedKingdom,Diversifiedfinancials,1.59,0.37,5.82,9.01
946,Pioneer,Japan,Consumerdurables,6.03,0.14,5.17,5.21
947,BritishLand,UnitedKingdom,Diversifiedfinancials,0.72,0.22,14.3,5.81
948,FamilyDollarStores,UnitedStates,Retailing,4.89,0.25,2.04,6.63
949,AmeritradeHolding,UnitedStates,Diversifiedfinancials,0.69,0.19,14.21,7.05
950,SanlamSouth,Africa,Insurance,6.54,-0.07,21.17,3.65
951,Antarchile,Chile,Diversifiedfinancials,3.39,0.24,6.45,4.34
952,CorporationMapfre,Spain,Insurance,5.87,0.12,15.45,2.73
953,Next,UnitedKingdom,Retailing,3.63,0.35,1.56,7.24
954,FujisawaPharmaceutical,Japan,Drugs&biotechnology,3.23,0.24,4.17,7.71
955,CreditFoncier,France,Banking,2.79,0.14,46.07,2.93
956,Archstone-Smith,UnitedStates,Diversifiedfinancials,0.9,0.44,8.78,5.26
957,VeritasSoftware,UnitedStates,Software&services,1.77,0.28,5.4,14.02
958,NewellRubbermaid,UnitedStates,Household&personalproducts,7.75,-0.05,7.48,6.94
959,Mediobanca,Italy,Diversifiedfinancials,2.31,0.06,37.7,9.34
960,Black&Decker,UnitedStates,Consumerdurables,4.48,0.29,4.22,4.11
961,QuantaComputer,Taiwan,Technologyhardware&equipment,4.12,0.31,2.88,6.47
962,ArabBank,Jordan,Banking,1.33,0.23,22.78,4.19
963,Marui,Japan,Retailing,4.66,0.15,5.94,4.95
964,GreatEasternHoldings,Singapore,Insurance,3.58,0.13,15.76,3.38
965,MitsuiTrust,Japan,Banking,3.42,-0.82,102.63,4.05
966,Inco,Canada,Materials,2.65,0.15,9.01,6.89
967,InterContinentalHotels,UnitedKingdom,Hotelsrestaurants&leisure,4.88,0.05,8.55,8.86
968,Corning,UnitedStates,Technologyhardware&equipment,3.09,-0.22,10.75,16.67
969,ComputerAssociates,UnitedStates,Software&services,3.24,-0.16,10.2,15.89
970,Skanska,Sweden,Construction,16.77,-0.1,8.84,3.72
971,DaikinIndustries,Japan,Capitalgoods,4.84,0.18,3.98,6
972,Kubota,Japan,Capitalgoods,7.84,-0.07,9.01,5.58
973,Exel,UnitedKingdom,Transportation,7.42,0.19,3.94,4.3
974,MGICInvestment,UnitedStates,Insurance,1.78,0.49,5.92,6.55
975,CenturyTel,UnitedStates,Telecommunicationsservices,2.38,0.34,7.9,3.95
976,CommerceBancorp,UnitedStates,Banking,1.25,0.19,22.71,4.53
977,RMCGroup,UnitedKingdom,Construction,7.25,0.11,7.73,3.57
978,InsuranceAustraliaGroup,Australia,Insurance,3.49,0.1,10.83,5.94
979,BancaLombardaGroup,Italy,Banking,2.12,0.14,31.48,4.35
980,FormosaPlastics,Taiwan,Chemicals,2.2,0.29,5.02,8.28
981,Solectron,UnitedStates,Technologyhardware&equipment,11.04,-3.51,6.7,5.52
982,Manpower,UnitedStates,Businessservices&supplies,12.18,0.14,4.38,3.45
983,CorusGroup,UnitedKingdom,Materials,11.57,-0.74,10.14,3.62
984,Telus,Canada,Telecommunicationsservices,4.46,-0.15,10.85,6.95
985,Ecolab,UnitedStates,Chemicals,3.76,0.28,3.23,7.04
986,BbloiseGroup,Switzerland,Insurance,6.25,-0.46,40.52,2.72
987,Monsanto,UnitedStates,Chemicals,4.4,-0.11,9.18,8.3
988,RadioShack,UnitedStates,Retailing,4.66,0.28,2.22,5.43
989,NewYorkTimes,UnitedStates,Media,2.97,0.3,3.69,7.14
990,SevernTrent,UnitedKingdom,Utilities,2.93,0.16,9.57,4.66
991,BostonProperties,UnitedStates,Diversifiedfinancials,1.31,0.37,8.55,5.04
992,ShizuokaBank,Japan,Banking,1.49,0.11,69.1,5.26
993,OxfordHealthPlans,UnitedStates,Healthcareequipment&services,5.35,0.35,2.16,3.84
994,OTPBank,Hungary,Banking,1.58,0.26,16.58,3.69
995,Smurfit-Stone,UnitedStates,Materials,7.73,-0.1,10.31,4.35
996,GKN,UnitedKingdom,Consumerdurables,5.32,0.16,5.27,3.76
997,KonicaMinolta,Japan,Household&personalproducts,4.73,0.14,4.24,6.49
998,S-OilSouth,Korea,Oil&gasoperations,6.26,0.16,4.25,4.39
999,GeneralGrowthProp,UnitedStates,Diversifiedfinancials,1.16,0.25,8.86,6.52
1000,NortheastUtilities,UnitedStates,Utilities,6.73,0.13,10.97,2.48
1001,KoreaGas,SouthKorea,Utilities,6.17,0.25,7.87,1.76
1002,MOL,Hungary,Oil&gasoperations,5.16,0.29,4.2,3.15
1003,FirstAmerican,UnitedStates,Insurance,5.98,0.44,4.28,2.36
1004,SumitomoRealty&Dev,Japan,Diversifiedfinancials,4.52,0.04,16.92,4.42
1005,Hibernia,UnitedStates,Banking,1.33,0.25,17.57,3.58
1006,Rallye,France,Retailing,29.89,0.07,18.39,1.98
1007,TobuRailway,Japan,Transportation,5.8,0.09,13.24,3.25
1008,Symantec,UnitedStates,Software&services,1.7,0.32,4.18,12.52
1009,WashingtonPost,UnitedStates,Media,2.69,0.25,3.81,8.67
1010,M-real,Finland,Materials,6.9,0.22,7.78,1.6
1011,Agfa-Gevaert,Belgium,Household&personalproducts,4.92,0.2,4.09,4.18
1012,Tomkins,UnitedKingdom,Conglomerates,5.07,0.28,3.73,3.61
1013,KBHome,UnitedStates,Construction,5.59,0.36,4.12,2.68
1014,Altana,Germany,Drugs&biotechnology,2.74,0.34,2.31,8.22
1015,Amersham,UnitedKingdom,Healthcareequipment&services,2.48,0.29,3.41,10.51
1016,KoramBank,SouthKorea,Banking,2.16,0.22,31.67,2.57
1017,Sappi,SouthAfrica,Materials,5.16,0.18,5.93,3.14
1018,Investor,Sweden,Diversifiedfinancials,0.45,0.19,8.55,8.27
1019,ReutersGroup,UnitedKingdom,Media,5.76,-0.65,5.33,9.63
1020,CaesarsEntertainment,UnitedStates,Hotelsrestaurants&leisure,4.66,0.11,9.55,3.62
1021,Ball,UnitedStates,Materials,4.98,0.23,4.07,3.61
1022,KnightRidder,UnitedStates,Media,2.68,0.29,4.09,6.14
1023,Daikyo,Japan,Diversifiedfinancials,2.85,3.27,6.45,0.36
1024,Softbank,Japan,Software&services,3.44,-0.85,7.73,13.17
1025,DeltaAirLines,UnitedStates,Transportation,12.71,-0.81,25.76,1.21
1026,OrientalLand,Japan,Media,2.81,0.16,5.82,6.52
1027,Leggett&Platt,UnitedStates,Consumerdurables,4.39,0.21,3.89,4.66
1028,TaishoPharmaceutical,Japan,Drugs&biotechnology,2.32,0.3,4.71,5.83
1029,DeutscheBoerse,Germany,Diversifiedfinancials,1.23,0.25,6.86,7.1
1030,SealedAir,UnitedStates,Materials,3.53,0.24,4.7,4.03
1031,BankLeumiGroup,Israel,Banking,3.41,0.09,51.9,2.8
1032,HealthNet,UnitedStates,Healthcareequipment&services,10.93,0.19,3.45,3.23
1033,BPER-EmiliaRomagna,Italy,Banking,2.44,0.13,37.76,2.94
1034,W&W-Wustenrot,Germany,Diversifiedfinancials,7.57,-0.08,56.44,1.89
1035,NipponMining,Japan,Oil&gasoperations,18.3,0.03,13.45,2.34
1036,Acciona,Spain,Construction,3.59,0.17,6.11,4.13
1037,Pirelli&C,Italy,Diversifiedfinancials,7.06,-0.06,11.44,3.57
1038,DoralFinancial,UnitedStates,Banking,0.86,0.32,10.39,3.69
1039,UAL,UnitedStates,Transportation,13.58,-3.78,22.37,0.18
1040,ReliantResources,UnitedStates,Utilities,11.23,-2,16.62,2.37
1041,BancodeChile,Chile,Banking,0.61,0.22,15.63,3.65
1042,ConstellationBrands,UnitedStates,Fooddrink&tobacco,3.32,0.21,5.62,3.77
1043,BangkokBank,Thailand,Banking,1.58,0.15,29.01,3.85
1044,RJReynoldsTobacco,UnitedStates,Fooddrink&tobacco,5.27,-3.57,9.68,4.99
1045,BrookfieldProperties,Canada,Diversifiedfinancials,1.46,0.3,8.1,4.74
1046,WhitbreadHoldings,UnitedKingdom,Hotelsrestaurants&leisure,2.83,0.24,5.54,4.23
1047,Krung-ThaiBank,Thailand,Banking,1.13,0.19,24.55,3.36
1048,PinnacleWest,UnitedStates,Utilities,2.95,0.18,9.11,3.43
1049,Keppel,Singapore,Diversifiedfinancials,3.5,0.23,5.94,3.17
1050,AstoriaFinancial,UnitedStates,Banking,1.18,0.2,22.46,3.3
1051,Remgro,SouthAfrica,Conglomerates,1.11,1.11,3.89,5.62
1052,UnivisionCommun,UnitedStates,Media,1.19,0.13,8.01,11.84
1053,MaximIntegratedProds,UnitedStates,Semiconductors,1.23,0.35,2.6,17.32
1054,USSteel,UnitedStates,Materials,9.33,-0.41,7.83,3.69
1055,CapGeminiErnst&Young,France,Software&services,7.4,-0.54,5.44,6.27
1056,LeggMason,UnitedStates,Diversifiedfinancials,1.78,0.25,6.81,6.11
1057,ZimmerHoldings,UnitedStates,Healthcareequipment&services,1.57,0.33,1.24,18.74
1058,RinkerGroup,Australia,Construction,2.82,0.32,3.8,5.15
1059,Bankinter,Spain,Banking,1.37,0.17,30.05,3.26
1060,AbertisInfraestructuras,Spain,Transportation,0.8,0.21,6.78,7.43
1061,AmBev,Brazil,Fooddrink&tobacco,2.07,0.43,3.06,9.57
1062,FreeportCopper,UnitedStates,Materials,2.21,0.2,4.72,8.24
1063,AsustekComputer,Taiwan,Technologyhardware&equipment,3.31,0.29,2.68,5.72
1064,LaboratoryCorpAmer,UnitedStates,Healthcareequipment&services,2.94,0.32,3.41,5.58
1065,JohnsonMatthey,UnitedKingdom,Materials,6.83,0.19,3.2,3.85
1066,Kone,Finland,Construction,4.56,0.17,4.34,4.02
1067,Paychex,UnitedStates,Businessservices&supplies,1.2,0.3,3.66,13.17
1068,MicronTechnology,UnitedStates,Semiconductors,3.51,-0.96,7.55,9.59
